"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Antigua and Barbuda","ATG","Urban population (% of total)","SP.URB.TOTL.IN.ZS","39.656","39.04","38.427","37.817","37.211","36.61","36.012","35.418","34.829","34.245","33.819","33.898","33.978","34.057","34.137","34.217","34.297","34.377","34.457","34.538","34.618","34.698","34.779","34.86","34.94","35.021","35.102","35.183","35.264","35.345","35.426","35.465","35.085","34.709","34.334","33.961","33.59","33.221","32.855","32.49","32.127","31.74","31.099","30.465","29.837","29.219","28.607","28.003","27.406","26.819","26.239","25.667","25.135","24.643","24.19","23.773","23.393",
"Australia","AUS","Urban population (% of total)","SP.URB.TOTL.IN.ZS","81.529","81.941","82.337","82.727","83.11","83.485","83.855","84.217","84.573","84.922","85.265","85.6","85.681","85.761","85.841","85.921","86","85.94","85.881","85.821","85.76","85.7","85.64","85.58","85.52","85.46","85.4","85.4","85.4","85.4","85.4","85.4","85.566","85.748","85.928","86.106","86.283","86.504","86.727","86.947","87.165","87.378","87.541","87.695","87.849","88","88.15","88.298","88.445","88.59","88.733","88.875","89.015","89.153","89.289","89.423","89.554",
"Austria","AUT","Urban population (% of total)","SP.URB.TOTL.IN.ZS","64.72","64.814","64.863","64.913","64.962","65.011","65.061","65.11","65.159","65.208","65.258","65.301","65.311","65.321","65.331","65.341","65.351","65.361","65.371","65.381","65.391","65.405","65.446","65.486","65.526","65.566","65.606","65.646","65.686","65.725","65.765","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.801","65.806","65.812","65.818","65.824","65.829","65.835","65.841","65.847","65.852","65.858","65.864","65.884","65.919","65.968","66.032",
"Azerbaijan","AZE","Urban population (% of total)","SP.URB.TOTL.IN.ZS","52.663","52.364","52.064","51.764","51.464","51.164","50.864","50.564","50.263","49.963","50.008","50.462","50.917","51.371","51.698","51.897","52.096","52.294","52.492","52.655","52.777","52.897","53.018","53.139","53.299","53.498","53.697","53.895","54.094","54.057","53.749","53.441","53.132","52.824","52.515","52.206","51.896","51.588","51.278","51.185","51.386","51.587","51.787","51.988","52.189","52.389","52.589","52.79","52.99","53.19","53.401","53.623","53.856","54.1","54.355","54.62","54.895",
"Burundi","BDI","Urban population (% of total)","SP.URB.TOTL.IN.ZS","2.077","2.115","2.154","2.193","2.233","2.294","2.395","2.501","2.611","2.726","2.845","2.97","3.101","3.236","3.377","3.525","3.678","3.838","4.005","4.178","4.339","4.503","4.674","4.85","5.033","5.221","5.417","5.62","5.83","6.047","6.271","6.455","6.637","6.823","7.014","7.211","7.412","7.618","7.83","8.036","8.246","8.461","8.682","8.908","9.139","9.375","9.617","9.864","10.118","10.376","10.641","10.912","11.189","11.472","11.761","12.057","12.359",
"Belgium","BEL","Urban population (% of total)","SP.URB.TOTL.IN.ZS","92.46","92.554","92.679","92.835","92.988","93.137","93.284","93.428","93.569","93.707","93.843","93.976","94.106","94.233","94.358","94.48","94.6","94.806","95.005","95.196","95.381","95.535","95.637","95.737","95.835","95.93","96.023","96.115","96.204","96.292","96.377","96.461","96.542","96.622","96.7","96.777","96.851","96.924","96.996","97.065","97.128","97.184","97.239","97.292","97.345","97.397","97.448","97.497","97.546","97.594","97.641","97.687","97.732","97.776","97.818","97.858","97.897",
"Benin","BEN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","9.275","9.856","10.47","11.118","11.801","12.519","13.275","14.069","14.903","15.776","16.691","17.647","18.648","19.689","20.775","21.904","23.079","24.293","25.552","26.676","27.339","28.01","28.692","29.384","30.086","30.796","31.517","32.246","32.985","33.73","34.485","35.247","35.827","36.136","36.447","36.758","37.071","37.385","37.699","38.015","38.333","38.65","38.969","39.297","39.635","39.982","40.338","40.703","41.078","41.461","41.854","42.256","42.667","43.086","43.514","43.95","44.395",
"Burkina Faso","BFA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","4.7","4.796","4.893","4.993","5.095","5.198","5.303","5.411","5.52","5.632","5.746","5.861","5.98","6.1","6.222","6.347","6.668","7.151","7.668","8.218","8.805","9.428","10.091","10.796","11.544","12.334","12.832","13.072","13.316","13.563","13.815","14.07","14.33","14.593","14.86","15.131","15.407","15.875","16.51","17.166","17.844","18.54","19.258","19.996","20.757","21.537","22.339","23.163","23.993","24.828","25.665","26.505","27.346","28.186","29.024","29.859","30.688",
"Bangladesh","BGD","Urban population (% of total)","SP.URB.TOTL.IN.ZS","5.135","5.278","5.498","5.727","5.964","6.211","6.467","6.733","7.009","7.296","7.593","7.901","8.221","8.553","9.034","9.836","10.701","11.63","12.629","13.701","14.851","15.801","16.212","16.631","17.06","17.496","17.941","18.395","18.859","19.33","19.811","20.257","20.61","20.966","21.328","21.693","22.064","22.438","22.818","23.202","23.59","24.096","24.756","25.429","26.114","26.809","27.517","28.237","28.968","29.709","30.462","31.225","31.99","32.753","33.516","34.277","35.035",
"Bulgaria","BGR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","37.1","38.782","40.494","42.23","43.987","45.755","47.233","48.499","49.768","51.034","52.3","53.36","54.419","55.471","56.519","57.562","58.526","59.428","60.326","61.216","62.1","62.603","63.104","63.603","64.099","64.59","64.999","65.346","65.692","66.035","66.377","66.717","67.056","67.33","67.557","67.782","68.007","68.231","68.454","68.677","68.899","69.166","69.524","69.879","70.233","70.584","70.932","71.278","71.622","71.963","72.302","72.638","72.971","73.3","73.626","73.948","74.266",
"Bahrain","BHR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","82.32","82.337","82.355","82.372","82.389","82.5","82.761","83.019","83.275","83.526","83.775","84.021","84.265","84.504","84.741","84.975","85.206","85.434","85.659","85.882","86.101","86.317","86.531","86.742","86.95","87.155","87.357","87.557","87.754","87.949","88.14","88.329","88.398","88.395","88.392","88.388","88.385","88.382","88.379","88.376","88.372","88.369","88.37","88.376","88.386","88.4","88.419","88.441","88.468","88.5","88.535","88.575","88.619","88.667","88.719","88.775","88.835",
"Bahamas, The","BHS","Urban population (% of total)","SP.URB.TOTL.IN.ZS","59.712","60.454","61.193","61.926","62.642","63.343","64.04","64.73","65.416","66.093","66.764","67.429","68.088","68.738","69.381","70.017","70.647","71.266","71.879","72.484","73.102","73.843","74.571","75.285","75.987","76.674","77.347","78.007","78.654","79.284","79.838","80.067","80.293","80.518","80.74","80.961","81.18","81.396","81.611","81.824","82.009","82.064","82.118","82.172","82.226","82.28","82.334","82.388","82.442","82.495","82.549","82.606","82.667","82.732","82.801","82.874","82.951",
"Bosnia and Herzegovina","BIH","Urban population (% of total)","SP.URB.TOTL.IN.ZS","19.04","19.686","20.437","21.209","22.004","22.817","23.652","24.509","25.387","26.283","27.201","28.094","28.875","29.666","30.471","31.288","32.118","32.957","33.808","34.67","35.543","36.282","36.607","36.933","37.261","37.589","37.919","38.25","38.583","38.915","39.249","39.495","39.474","39.453","39.432","39.411","39.39","39.369","39.348","39.327","39.306","39.285","39.264","39.244","39.223","39.202","39.181","39.16","39.161","39.183","39.226","39.291","39.378","39.486","39.616","39.767","39.94",
"Belarus","BLR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","32.401","33.522","34.663","35.822","37","38.127","39.269","40.422","41.588","42.76","44.01","45.349","46.697","48.046","49.4","50.614","51.829","53.039","54.247","55.402","56.498","57.584","58.664","59.736","60.8","61.833","62.857","63.87","64.872","65.585","65.981","66.374","66.766","67.155","67.541","67.926","68.308","68.687","69.064","69.482","69.973","70.458","70.939","71.415","71.887","72.354","72.816","73.273","73.726","74.172","74.615","75.046","75.467","75.877","76.277","76.667","77.046",
"Belize","BLZ","Urban population (% of total)","SP.URB.TOTL.IN.ZS","54.028","53.72","53.41","53.101","52.79","52.481","52.17","51.86","51.549","51.238","50.963","50.805","50.646","50.488","50.329","50.171","50.012","49.854","49.695","49.537","49.374","49.183","48.992","48.801","48.61","48.419","48.228","48.037","47.846","47.655","47.465","47.306","47.351","47.395","47.439","47.484","47.528","47.573","47.617","47.662","47.663","47.392","47.122","46.851","46.58","46.311","46.041","45.771","45.501","45.232","44.963","44.718","44.496","44.298","44.124","43.973","43.845",
"Bermuda","BMU","Urban population (% of total)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Bolivia","BOL","Urban population (% of total)","SP.URB.TOTL.IN.ZS","36.762","37.059","37.357","37.656","37.957","38.257","38.559","38.862","39.166","39.47","39.776","40.082","40.389","40.696","41.004","41.314","41.624","42.446","43.442","44.443","45.451","46.459","47.472","48.486","49.504","50.519","51.535","52.549","53.563","54.571","55.577","56.579","57.548","58.167","58.785","59.4","59.891","60.38","60.866","61.351","61.834","62.313","62.791","63.264","63.732","64.194","64.652","65.104","65.55","65.991","66.426","66.855","67.279","67.696","68.107","68.512","68.911",
"Brazil","BRA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","46.139","47.122","48.099","49.078","50.059","51.037","52.016","52.993","53.97","54.94","55.909","56.894","57.879","58.855","59.826","60.789","61.745","62.689","63.625","64.551","65.468","66.37","67.262","68.142","69.01","69.862","70.703","71.529","72.342","73.139","73.922","74.69","75.444","76.181","76.903","77.61","78.302","79.048","79.781","80.496","81.192","81.553","81.88","82.203","82.521","82.834","83.143","83.448","83.749","84.044","84.335","84.623","84.901","85.171","85.433","85.687","85.933",
"Barbados","BRB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","36.777","36.849","36.922","36.995","37.068","37.141","37.214","37.287","37.36","37.433","37.539","37.755","37.971","38.186","38.403","38.62","38.838","39.056","39.274","39.493","39.582","38.851","38.124","37.402","36.685","35.975","35.271","34.572","33.88","33.196","32.65","32.772","32.894","33.016","33.139","33.262","33.386","33.509","33.633","33.756","33.83","33.651","33.472","33.294","33.116","32.939","32.762","32.586","32.41","32.235","32.06","31.905","31.769","31.652","31.554","31.475","31.415",
"Brunei Darussalam","BRN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","43.401","45.228","47.07","48.92","50.776","52.625","54.469","56.3","58.118","59.908","61.675","63.412","63.234","62.823","62.409","61.994","61.576","61.157","60.737","60.314","59.89","59.465","60.034","60.778","61.519","62.252","62.98","63.703","64.421","65.13","65.833","66.53","67.078","67.604","68.126","68.644","69.158","69.666","70.17","70.669","71.164","71.652","72.136","72.606","73.061","73.503","73.931","74.345","74.746","75.134","75.51","75.872","76.223","76.561","76.887","77.202","77.505",
"Bhutan","BTN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","3.596","3.792","3.999","4.217","4.446","4.687","4.94","5.207","5.487","5.781","6.089","6.413","6.754","7.11","7.484","7.876","8.288","8.717","9.168","9.639","10.132","10.646","11.184","11.745","12.332","12.941","13.577","14.24","14.929","15.645","16.388","17.161","17.962","18.791","19.649","20.537","21.456","22.401","23.377","24.383","25.418","26.48","27.57","28.688","29.835","30.965","31.712","32.469","33.236","34.01","34.793","35.585","36.368","37.139","37.898","38.644","39.377",
"Botswana","BWA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","3.06","3.097","3.134","3.171","3.318","3.839","4.437","5.124","5.912","6.81","7.834","8.998","9.695","10.381","11.11","11.884","12.705","13.572","14.489","15.457","16.479","17.552","19.489","21.723","24.139","26.724","29.483","32.401","35.467","38.648","41.933","45.292","46.443","47.286","48.133","48.981","49.83","50.677","51.525","52.372","53.219","54.062","54.374","54.607","54.841","55.073","55.306","55.539","55.772","56.004","56.235","56.467","56.699","56.938","57.187","57.444","57.71",
"Central African Republic","CAF","Urban population (% of total)","SP.URB.TOTL.IN.ZS","20.1","20.751","21.418","22.1","22.803","23.519","24.252","25","25.815","26.645","27.492","28.356","29.238","30.133","31.045","31.971","32.575","32.897","33.221","33.546","33.874","34.202","34.532","34.864","35.198","35.532","35.868","36.206","36.545","36.744","36.825","36.906","36.987","37.068","37.149","37.231","37.312","37.394","37.475","37.557","37.639","37.72","37.802","37.884","37.966","38.066","38.183","38.318","38.47","38.64","38.828","39.034","39.258","39.5","39.759","40.037","40.332",
"Canada","CAN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","69.061","69.668","70.494","71.307","72.107","72.892","73.642","74.155","74.662","75.161","75.654","76.09","75.971","75.851","75.731","75.611","75.503","75.543","75.583","75.623","75.663","75.712","75.874","76.035","76.195","76.354","76.502","76.522","76.542","76.562","76.582","76.62","76.887","77.152","77.414","77.675","77.951","78.34","78.724","79.103","79.478","79.81","79.888","79.967","80.045","80.122","80.213","80.396","80.578","80.758","80.937","81.115","81.293","81.472","81.65","81.828","82.006",
"Central Europe and the Baltics","CEB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","44.5079211390026","45.206665319194","45.866564696018","46.5340927663649","47.2087429803525","47.8803084429574","48.5050971917594","49.0677671358541","49.6386962498077","50.2156576933219","50.780409860457","51.4295664450529","52.1621059367571","52.8944714715418","53.6271744473382","54.3496530853828","55.0611270122288","55.7886862473798","56.5306683896572","57.2131345221505","57.822931161136","58.2866905067398","58.683563322898","59.0815670304591","59.4802126206032","59.8737352027741","60.2580865337897","60.6386136159946","61.0204885259162","61.3121996202033","61.5209944816578","61.7415392216252","61.8202878944312","61.7794102445188","61.751130812191","61.7159626035053","61.6958129204033","61.6616566303815","61.6328908224782","61.5957792269542","61.5674392641272","61.5710209713231","61.6299539325339","61.6706940085051","61.711606934595","61.7605094345057","61.8155225005501","61.8876341949143","61.9649929353808","62.0201597057641","62.0594168332659","62.0995170410789","62.1418473493389","62.1976403975883","62.2692829094589","62.3570294172686","62.4583861417478",
"Switzerland","CHE","Urban population (% of total)","SP.URB.TOTL.IN.ZS","51.019","51.671","52.309","52.946","53.583","54.217","54.851","55.483","56.114","56.742","57.368","57.597","57.54","57.483","57.426","57.369","57.312","57.255","57.198","57.141","57.084","58.12","59.938","61.728","63.489","65.21","66.895","68.537","70.137","71.684","73.184","73.781","73.73","73.679","73.629","73.578","73.527","73.476","73.424","73.373","73.322","73.322","73.36","73.398","73.436","73.474","73.512","73.55","73.588","73.625","73.663","73.701","73.739","73.787","73.844","73.912","73.99",
"Channel Islands","CHI","Urban population (% of total)","SP.URB.TOTL.IN.ZS","38.7","38.436","38.172","37.909","37.646","37.385","37.124","36.864","36.604","36.346","36.088","35.803","35.394","34.989","34.585","34.183","33.783","33.387","32.992","32.599","32.209","31.909","31.89","31.871","31.851","31.832","31.813","31.707","31.602","31.497","31.392","31.262","31.076","30.891","30.706","30.522","30.4","30.416","30.432","30.449","30.465","30.495","30.557","30.619","30.681","30.743","30.805","30.867","30.929","30.992","31.054","31.116","31.189","31.271","31.363","31.465","31.577",
"Chile","CHL","Urban population (% of total)","SP.URB.TOTL.IN.ZS","67.836","68.66","69.435","70.2","70.955","71.696","72.427","73.146","73.854","74.547","75.227","75.883","76.528","77.159","77.778","78.386","78.982","79.565","80.136","80.695","81.243","81.778","82.226","82.359","82.492","82.624","82.755","82.885","83.014","83.143","83.271","83.398","83.564","83.896","84.223","84.545","84.861","85.172","85.477","85.778","86.073","86.363","86.648","86.922","87.187","87.443","87.689","87.926","88.155","88.375","88.586","88.79","88.986","89.175","89.356","89.53","89.697",
"China","CHN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","16.203","16.708","17.226","17.757","18.299","18.086","17.915","17.785","17.656","17.528","17.4","17.292","17.184","17.184","17.292","17.4","17.46","17.52","17.9","18.617","19.358","20.118","20.902","21.545","22.203","22.874","23.559","24.259","24.974","25.701","26.442","27.312","28.2","29.103","30.024","30.961","31.916","32.883","33.867","34.865","35.877","37.093","38.425","39.776","41.144","42.522","43.868","45.199","46.539","47.88","49.226","50.573","51.889","53.168","54.41","55.614","56.778",
"Cote d'Ivoire","CIV","Urban population (% of total)","SP.URB.TOTL.IN.ZS","17.679","18.911","20.21","21.575","23.007","24.5","25.206","25.926","26.659","27.404","28.163","28.934","29.719","30.513","31.321","32.229","33.594","34.983","36.4","36.614","36.829","37.044","37.26","37.476","37.693","37.91","38.127","38.346","38.608","38.976","39.345","39.716","40.088","40.461","40.835","41.21","41.587","41.964","42.342","42.886","43.541","44.195","44.853","45.513","46.175","46.836","47.5","48.266","49.034","49.8","50.557","51.305","52.041","52.766","53.479","54.18","54.869",
"Cameroon","CMR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","13.937","14.488","15.058","15.647","16.255","16.88","17.525","18.19","18.875","19.577","20.3","21.584","22.927","24.324","25.78","27.292","28.678","29.469","30.274","31.091","31.921","32.761","33.613","34.476","35.35","36.232","37.124","37.941","38.511","39.082","39.657","40.235","40.817","41.399","41.985","42.573","43.164","43.755","44.348","44.944","45.542","46.139","46.738","47.338","47.94","48.541","49.143","49.741","50.337","50.928","51.516","52.099","52.677","53.25","53.819","54.381","54.938",
"Congo, Dem. Rep.","COD","Urban population (% of total)","SP.URB.TOTL.IN.ZS","22.3","22.523","22.749","22.976","23.204","23.434","23.666","23.899","24.134","24.37","24.608","24.847","25.089","25.331","25.575","25.821","26.068","26.317","26.567","26.819","27.072","27.327","27.583","27.84","28.1","28.513","28.93","29.35","29.775","30.202","30.633","31.067","31.506","31.946","32.39","32.838","33.289","33.742","34.199","34.659","35.122","35.587","36.055","36.526","37","37.478","37.961","38.448","38.941","39.437","39.937","40.442","40.95","41.461","41.976","42.494","43.015",
"Congo, Rep.","COG","Urban population (% of total)","SP.URB.TOTL.IN.ZS","31.601","32.318","33.045","33.78","34.524","35.273","36.031","36.796","37.569","38.345","39.129","39.919","40.715","41.514","42.357","43.264","44.177","45.091","46.01","46.932","47.857","48.781","49.707","50.633","51.56","52.221","52.642","53.064","53.485","53.905","54.324","54.743","55.162","55.58","55.996","56.413","56.832","57.299","57.766","58.231","58.695","59.156","59.617","60.076","60.533","60.988","61.441","61.893","62.341","62.786","63.228","63.666","64.1","64.531","64.957","65.38","65.798",
"Colombia","COL","Urban population (% of total)","SP.URB.TOTL.IN.ZS","45.033","46.327","47.628","48.932","50.24","51.022","51.784","52.545","53.306","54.063","54.82","55.574","56.327","57.075","57.811","58.539","59.265","59.985","60.701","61.413","62.121","62.822","63.519","64.21","64.896","65.574","66.154","66.691","67.225","67.752","68.276","68.796","69.311","69.82","70.199","70.516","70.832","71.146","71.457","71.767","72.075","72.38","72.683","72.984","73.284","73.581","73.876","74.169","74.46","74.749","75.036","75.321","75.603","75.883","76.161","76.436","76.708",
"Comoros","COM","Urban population (% of total)","SP.URB.TOTL.IN.ZS","12.551","13.348","14.189","15.074","16.004","16.978","18","18.34","18.685","19.035","19.39","19.75","20.115","20.484","20.859","21.239","21.625","22.014","22.41","22.81","23.215","23.649","24.095","24.548","25.006","25.469","25.938","26.413","26.893","27.378","27.869","28.366","28.435","28.39","28.346","28.301","28.257","28.213","28.168","28.124","28.08","28.036","27.992","27.947","27.903","27.873","27.855","27.851","27.86","27.882","27.918","27.966","28.029","28.104","28.193","28.296","28.412",
"Cabo Verde","CPV","Urban population (% of total)","SP.URB.TOTL.IN.ZS","16.679","16.948","17.224","17.503","17.787","18.073","18.363","18.657","18.954","19.255","19.559","19.9","20.272","20.649","21.031","21.419","21.812","22.209","22.612","23.02","23.518","24.995","26.535","28.133","29.792","31.5","33.885","36.355","38.902","41.504","44.12","45.044","45.973","46.902","47.834","48.768","49.704","50.637","51.572","52.505","53.435","54.291","55.146","55.997","56.846","57.689","58.529","59.363","60.194","61.016","61.833","62.624","63.389","64.127","64.84","65.526","66.187",
"Costa Rica","CRI","Urban population (% of total)","SP.URB.TOTL.IN.ZS","34.254","34.329","34.404","34.606","35.197","35.791","36.39","36.993","37.601","38.212","38.827","39.445","40.068","40.655","41.002","41.349","41.698","42.046","42.396","42.747","43.099","43.45","43.803","44.156","44.542","45.445","46.353","47.263","48.176","49.088","50.002","50.916","51.83","52.741","53.651","54.559","55.465","56.365","57.262","58.154","59.049","60.407","61.751","63.077","64.385","65.669","66.932","68.172","69.387","70.573","71.734","72.866","73.94","74.956","75.915","76.821","77.675",
"Caribbean small states","CSS","Urban population (% of total)","SP.URB.TOTL.IN.ZS","31.5936633805008","31.8148853754802","32.0535162641421","32.3094483855947","32.5761742278174","32.8402377505491","33.1172892469766","33.4052486298175","33.6979140382172","33.9847557892436","34.2633596685264","34.5313930356262","34.8807718318885","35.3106050585108","35.7313345779257","36.1488739868947","36.5657827567432","36.9789586472472","37.3918973012764","37.803926423279","38.2010876037423","38.3786638397254","38.566267711529","38.633591935756","38.7098337407406","38.7945313928221","38.8880992180099","38.9896425167113","39.0976472897765","39.2097643368032","39.3414545610197","39.5602366520137","39.7675003124457","39.9771608756591","40.1901737457394","40.4091636564933","40.6338673540276","40.8630880344929","41.0950478528907","41.3258823035202","41.5387294799279","41.6437025840416","41.7022255987205","41.7539698162415","41.8074700163317","41.852845582446","41.8995811074099","41.9472622952901","41.9943321907701","42.0391929312545","42.0831352087658","42.1435055878328","42.2086540854712","42.2815612740361","42.3650909637302","42.4614672623591","42.570496572204",
